2016-04-29T14:54:26Z,TurkmenistanContinent,Continent,1,1,1.0
2016-04-29T15:09:16Z,FranceIsCapitalOf,CountryOfCapital,4,0,0.0
2016-04-29T14:23:13Z,GermanyFlag,Flag,5,0,0.0
2016-04-28T17:06:47Z,CameroonIsCapitalOf,CountryOfCapital,1,1,1.0
2016-04-29T18:13:53Z,IndiaFlag,Flag,5,0,0.0
2016-04-28T17:06:34Z,IcelandIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T14:20:00Z,BangladeshIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T14:21:50Z,MauritaniaIsCapitalOf,CountryOfCapital,1,1,1.0
2016-04-26T16:59:17Z,AngolaIsCapitalOf,CountryOfCapital,1,1,1.0
2016-04-28T17:06:58Z,RussiaIsCapitalOf,CountryOfCapital,2,1,0.5
2016-04-29T10:40:53Z,New_ZealandContinent,Continent,1,1,1.0
2016-04-29T14:54:15Z,ChinaContinent,Continent,1,1,1.0
2016-04-29T14:19:11Z,South_AfricaIsCapitalOf,CountryOfCapital,3,0,0.0
2016-04-29T18:14:03Z,SerbiaFlag,Flag,1,0,0.0
2016-04-29T14:22:14Z,DenmarkCapital,CapitalOfCountry,1,0,0.0
2016-04-29T18:14:46Z,United_StatesCapital,CapitalOfCountry,2,0,0.0
2016-04-29T18:14:18Z,MexicoContinent,Continent,1,0,0.0
2016-04-29T18:14:09Z,ArmeniaCapital,CapitalOfCountry,1,0,0.0
2016-04-29T18:15:07Z,SpainIsCapitalOf,CountryOfCapital,3,0,0.0
2016-04-30T00:32:19Z,ChinaCapital,CapitalOfCountry,3,0,0.0
2016-04-29T14:54:23Z,JapanCapital,CapitalOfCountry,1,0,0.0
2016-04-29T18:15:09Z,BulgariaIsCapitalOf,CountryOfCapital,1,1,1.0
2016-04-29T14:23:11Z,IranCapital,CapitalOfCountry,1,0,0.0
2016-04-29T15:09:00Z,PortugalIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T15:09:23Z,BrazilIsCapitalOf,CountryOfCapital,4,1,0.25
2016-05-03T10:11:46Z,NicaraguaCapital,CapitalOfCountry,1,0,0.0
2016-04-28T16:41:21Z,IraqFlag,Flag,2,0,0.0
2016-04-29T14:19:21Z,MadagascarIsCapitalOf,CountryOfCapital,6,0,0.0
2016-04-26T16:07:46Z,AustraliaFlag,Flag,2,0,0.0
2016-04-26T16:49:19Z,SerbiaIsCapitalOf,CountryOfCapital,1,1,1.0
2016-04-29T14:19:25Z,UruguayIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T18:13:57Z,SwitzerlandIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T15:22:21Z,NamibiaIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T18:15:44Z,AlgeriaCapital,CapitalOfCountry,1,0,0.0
2016-04-29T14:22:48Z,ThailandFlag,Flag,1,1,1.0
2016-04-29T14:19:57Z,ItalyCapital,CapitalOfCountry,2,1,0.5
2016-05-05T12:47:19Z,IsraelFlag,Flag,4,0,0.0
2016-04-29T14:19:32Z,EgyptFlag,Flag,3,1,0.3333333333333333
2016-05-05T12:03:39Z,CanadaContinent,Continent,1,0,0.0
2016-04-29T18:15:28Z,SwazilandIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T15:18:15Z,LithuaniaIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T14:20:18Z,New_ZealandFlag,Flag,3,0,0.0
2016-04-29T15:18:26Z,Republic_of_IrelandCapital,CapitalOfCountry,2,0,0.0
2016-05-03T19:27:36Z,TurkmenistanIsCapitalOf,CountryOfCapital,2,1,0.5
2016-04-29T14:22:53Z,ItalyFlag,Flag,2,0,0.0
2016-04-29T15:16:16Z,ArubaFlag,Flag,1,0,0.0
2016-05-05T12:27:03Z,JapanContinent,Continent,3,1,0.3333333333333333
2016-04-29T14:22:16Z,AustraliaIsCapitalOf,CountryOfCapital,4,0,0.0
2016-04-28T17:06:11Z,South_KoreaIsCapitalOf,CountryOfCapital,3,1,0.3333333333333333
2016-04-29T14:23:17Z,CambodiaFlag,Flag,1,0,0.0
2016-04-29T15:21:14Z,PhilippinesContinent,Continent,1,0,0.0
2016-04-29T15:15:21Z,CanadaFlag,Flag,5,0,0.0
2016-04-29T10:43:34Z,GreeceFlag,Flag,2,0,0.0
2016-04-28T17:06:41Z,GeorgiaCapital,CapitalOfCountry,1,1,1.0
2016-04-29T15:15:15Z,GermanyCapital,CapitalOfCountry,1,0,0.0
2016-04-26T16:49:31Z,KuwaitFlag,Flag,1,1,1.0
2016-05-05T13:00:43Z,Republic_of_IrelandFlag,Flag,4,1,0.25
2016-05-05T13:00:48Z,BhutanIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T10:40:59Z,United_KingdomIsCapitalOf,CountryOfCapital,4,0,0.0
2016-04-29T18:15:58Z,United_StatesContinent,Continent,1,0,0.0
2016-04-26T16:59:14Z,New_ZealandIsCapitalOf,CountryOfCapital,8,1,0.125
2016-04-29T18:14:44Z,SingaporeCapital,CapitalOfCountry,1,0,0.0
2016-04-29T15:15:00Z,MozambiqueIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T14:54:42Z,IsraelCapital,CapitalOfCountry,5,2,0.4
2016-04-29T15:18:17Z,New_ZealandCapital,CapitalOfCountry,1,0,0.0
2016-04-29T14:23:00Z,JapanFlag,Flag,6,1,0.16666666666666666
2016-04-26T16:49:00Z,TurkeyIsCapitalOf,CountryOfCapital,9,2,0.2222222222222222
2016-04-29T15:22:29Z,MongoliaIsCapitalOf,CountryOfCapital,1,1,1.0
2016-04-28T17:06:09Z,FranceCapital,CapitalOfCountry,2,0,0.0
2016-04-29T15:16:36Z,LesothoFlag,Flag,1,0,0.0
2016-04-29T15:16:15Z,ChinaIsCapitalOf,CountryOfCapital,5,1,0.2
2016-04-29T14:21:42Z,MozambiqueFlag,Flag,1,0,0.0
2016-04-28T17:06:42Z,EgyptCapital,CapitalOfCountry,1,0,0.0
2016-04-29T15:16:20Z,Democratic_Republic_of_the_CongoCapital,CapitalOfCountry,1,0,0.0
2016-05-05T12:04:00Z,DominicaIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T15:22:16Z,MoroccoCapital,CapitalOfCountry,4,2,0.5
2016-04-29T15:18:22Z,RussiaContinent,Continent,3,0,0.0
2016-04-26T17:08:34Z,NorwayFlag,Flag,1,0,0.0
2016-05-05T12:47:21Z,El_SalvadorCapital,CapitalOfCountry,1,0,0.0
2016-04-29T14:22:41Z,ChadFlag,Flag,1,1,1.0
2016-04-29T18:15:51Z,MexicoIsCapitalOf,CountryOfCapital,6,1,0.16666666666666666
2016-05-02T18:38:45Z,MexicoCapital,CapitalOfCountry,1,0,0.0
2016-04-29T14:22:55Z,GuatemalaContinent,Continent,1,0,0.0
2016-04-28T17:06:13Z,Federated_States_of_MicronesiaIsCapitalOf,CountryOfCapital,1,1,1.0
2016-04-29T10:40:47Z,SpainCapital,CapitalOfCountry,1,0,0.0
2016-04-29T14:23:08Z,BrazilCapital,CapitalOfCountry,1,0,0.0
2016-04-29T15:08:57Z,South_KoreaContinent,Continent,1,0,0.0
2016-05-05T13:00:56Z,RwandaIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T14:20:03Z,FranceFlag,Flag,3,1,0.3333333333333333
2016-05-05T12:03:54Z,South_AfricaCapital,CapitalOfCountry,4,3,0.75
2016-04-28T17:07:00Z,SingaporeFlag,Flag,2,1,0.5
2016-04-29T18:15:38Z,GhanaFlag,Flag,1,1,1.0
2016-04-29T18:15:55Z,SurinameCapital,CapitalOfCountry,1,0,0.0
2016-05-05T12:03:52Z,KazakhstanFlag,Flag,1,0,0.0
2016-04-29T14:21:27Z,Faroe_IslandsIsCapitalOf,CountryOfCapital,2,1,0.5
2016-04-29T15:22:22Z,United_KingdomCapital,CapitalOfCountry,2,2,1.0
2016-04-29T10:40:51Z,RomaniaContinent,Continent,1,0,0.0
2016-04-29T18:14:51Z,BurundiIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-29T18:14:19Z,GreeceIsCapitalOf,CountryOfCapital,1,1,1.0
2016-04-29T14:20:17Z,DominicaContinent,Continent,1,0,0.0
2016-04-29T15:18:13Z,MexicoFlag,Flag,5,1,0.2
2016-04-29T15:09:12Z,TaiwanIsCapitalOf,CountryOfCapital,1,0,0.0
2016-04-28T16:41:18Z,IndiaIsCapitalOf,CountryOfCapital,4,2,0.5
2016-04-29T14:19:55Z,TurkeyFlag,Flag,4,0,0.0
2016-04-29T14:54:21Z,MoldovaFlag,Flag,1,0,0.0
2016-04-29T14:21:56Z,IsraelIsCapitalOf,CountryOfCapital,2,0,0.0
2016-04-28T16:41:34Z,SwazilandFlag,Flag,1,0,0.0
2016-04-26T16:59:03Z,SwedenContinent,Continent,1,0,0.0
